A_72_P000091,A_24_P192914
A_72_P245592,A_23_P4899
A_72_P245637,A_24_P278747
A_72_P245647,A_23_P104996
A_72_P245652,A_23_P120694
A_72_P245697,A_24_P916496
A_72_P245702,A_24_P343559
A_72_P245702,A_33_P3322804
A_72_P245722,A_23_P334021
A_72_P245762,A_23_P202720
A_72_P245807,A_24_P124624
A_72_P245812,A_33_P3399571
A_72_P245817,A_33_P3268368
A_72_P245827,A_23_P374695
A_72_P245972,A_23_P362659
A_72_P246027,A_24_P72518
A_72_P246152,A_33_P3414202
A_72_P246297,A_23_P408996
A_72_P246392,A_24_P82957
A_72_P246512,A_33_P3402570
A_72_P246512,A_23_P105664
A_72_P246907,A_32_P65616
A_72_P248252,A_23_P361940
A_72_P248252,A_24_P362193
A_72_P248462,A_24_P935491
A_72_P248482,A_23_P352870
A_72_P248482,A_23_P208293
A_72_P248797,A_23_P114626
A_72_P248802,A_33_P3244803
A_72_P248872,A_23_P137689
A_72_P248872,A_33_P3401243
A_72_P249047,A_23_P128930
A_72_P249182,A_33_P3354646
A_72_P250392,A_24_P211151
A_72_P250467,A_23_P116614
A_72_P250527,A_33_P3281537
A_72_P250527,A_24_P179816
A_72_P250527,A_23_P126757
A_72_P250637,A_23_P24997
A_72_P250957,A_23_P108785
A_72_P250957,A_33_P3399474
A_72_P251417,A_23_P76901
A_72_P251417,A_33_P3304212
A_72_P251422,A_23_P314755
A_72_P251487,A_33_P3364060
A_72_P251487,A_33_P3324206
A_72_P251502,A_33_P3332145
A_72_P251502,A_33_P3240258
A_72_P251562,A_24_P64100
A_72_P251562,A_33_P3343210
A_72_P251577,A_23_P77117
A_72_P251577,A_33_P3310784
A_72_P251997,A_23_P131954
A_72_P252067,A_23_P149200
A_72_P252197,A_23_P214678
A_72_P252207,A_23_P106174
A_72_P252207,A_23_P205686
A_72_P252537,A_32_P86245
A_72_P252607,A_33_P3215803
A_72_P252767,A_23_P109614
A_72_P252767,A_24_P794458
A_72_P252767,A_33_P3718014
A_72_P252767,A_33_P3391439
A_72_P252777,A_23_P48988
A_72_P253237,A_23_P215790
A_72_P253237,A_33_P3351955
A_72_P253307,A_23_P86550
A_72_P253622,A_32_P86245
A_72_P254042,A_33_P3343010
A_72_P254042,A_23_P117683
A_72_P254042,A_23_P106299
A_72_P254042,A_24_P313334
A_72_P254562,A_23_P35591
A_72_P254822,A_23_P76159
A_72_P254987,A_23_P94494
A_72_P254987,A_23_P83094
A_72_P255002,A_23_P137016
A_72_P255002,A_33_P3371718
A_72_P255042,A_23_P69908
A_72_P255057,A_24_P412156
A_72_P255057,A_33_P3712341
A_72_P255057,A_33_P3372840
A_72_P255057,A_23_P202448
A_72_P255097,A_23_P53668
A_72_P255107,A_23_P151267
A_72_P255277,A_24_P117029
A_72_P255322,A_24_P282762
A_72_P255352,A_23_P118065
A_72_P255357,A_23_P131954
A_72_P255407,A_24_P146670
A_72_P255452,A_23_P133974
A_72_P255452,A_24_P320526
A_72_P255532,A_23_P419602
A_72_P255587,A_33_P3276455
A_72_P255587,A_32_P70724
A_72_P255697,A_33_P3323722
A_72_P255767,A_23_P434352
A_72_P255767,A_23_P213518
A_72_P255802,A_24_P294931
A_72_P255812,A_33_P3215517
A_72_P255812,A_23_P74950
A_72_P255892,A_24_P192627
A_72_P255892,A_23_P216693
A_72_P255912,A_23_P65174
A_72_P256152,A_23_P13094
A_72_P256152,A_23_P161698
A_72_P256197,A_23_P149664
A_72_P256327,A_33_P3290667
A_72_P256327,A_33_P3424297
A_72_P256327,A_33_P3305851
A_72_P256327,A_33_P3290672
A_72_P256382,A_23_P351320
A_72_P256382,A_24_P414786
A_72_P256507,A_23_P128147
A_72_P257017,A_23_P251945
A_72_P257082,A_33_P3882624
A_72_P257092,A_23_P217938
A_72_P257127,A_24_P321511
A_72_P257197,A_23_P8339
A_72_P257317,A_24_P64344
A_72_P257317,A_33_P3363637
A_72_P257372,A_33_P3410459
A_72_P257417,A_23_P373799
A_72_P257427,A_23_P127175
A_72_P257427,A_24_P158421
A_72_P257442,A_23_P133375
A_72_P257442,A_33_P3347392
A_72_P257462,A_23_P14284
A_72_P258157,A_23_P435407
A_72_P258842,A_23_P71537
A_72_P258947,A_24_P382287
A_72_P259042,A_24_P176255
A_72_P259042,A_23_P205789
A_72_P259952,A_23_P211428
A_72_P260107,A_24_P944427
A_72_P260107,A_33_P3376434
A_72_P260107,A_23_P92035
A_72_P260297,A_23_P201035
A_72_P260492,A_33_P3380652
A_72_P260567,A_23_P108244
A_72_P260757,A_23_P67648
A_72_P260897,A_33_P3401621
A_72_P260897,A_23_P122197
A_72_P261022,A_23_P35414
A_72_P261027,A_32_P25273
A_72_P261152,A_23_P11664
A_72_P261152,A_33_P3369550
A_72_P261152,A_33_P3293114
A_72_P261192,A_33_P3366146
A_72_P261192,A_23_P377819
A_72_P261392,A_23_P211039
A_72_P261392,A_33_P3390013
A_72_P261542,A_24_P588897
A_72_P261612,A_23_P9293
A_72_P261612,A_33_P3215527
A_72_P261732,A_33_P3306624
A_72_P262347,A_24_P309360
A_72_P262357,A_24_P372012
A_72_P262357,A_23_P215419
A_72_P262422,A_24_P150486
A_72_P262772,A_23_P318296
A_72_P263627,A_23_P140342
A_72_P263827,A_23_P164691
A_72_P263837,A_23_P124476
A_72_P264552,A_23_P23669
A_72_P264682,A_32_P42574
A_72_P264752,A_23_P340717
A_72_P264817,A_23_P255714
A_72_P264827,A_23_P150053
A_72_P264867,A_23_P132438
A_72_P264957,A_23_P372923
A_72_P264957,A_23_P301304
A_72_P264957,A_23_P316447
A_72_P265237,A_23_P121250
A_72_P265237,A_33_P3227217
A_72_P265382,A_23_P305977
A_72_P265582,A_24_P377269
A_72_P265617,A_24_P177353
A_72_P265617,A_33_P3235690
A_72_P266022,A_33_P3258660
A_72_P266022,A_24_P385134
A_72_P266022,A_33_P3386288
A_72_P266022,A_23_P354965
A_72_P266132,A_23_P23748
A_72_P266472,A_23_P123071
A_72_P266472,A_19_P00321370
A_72_P266472,A_24_P925040
A_72_P266492,A_23_P209678
A_72_P267806,A_24_P32118
A_72_P268449,A_23_P31135
A_72_P268494,A_23_P30254
A_72_P268504,A_33_P3379199
A_72_P268504,A_24_P66001
A_72_P268504,A_23_P68866
A_72_P268699,A_24_P271363
A_72_P268714,A_23_P42514
A_72_P268859,A_33_P3210965
A_72_P268919,A_23_P144311
A_72_P268934,A_33_P3254956
A_72_P268975,A_23_P211428
A_72_P269059,A_23_P74320
A_72_P269089,A_23_P111961
A_72_P269104,A_23_P78372
A_72_P269119,A_33_P3378920
A_72_P269119,A_23_P13033
A_72_P269134,A_23_P146274
A_72_P269219,A_23_P77145
A_72_P269324,A_23_P380815
A_72_P269999,A_24_P265265
A_72_P269999,A_33_P3267482
A_72_P270219,A_23_P65262
A_72_P270219,A_23_P53856
A_72_P271099,A_23_P38271
A_72_P271809,A_23_P257278
A_72_P271809,A_33_P3213752
A_72_P271879,A_23_P123672
A_72_P272174,A_23_P502142
A_72_P272309,A_24_P354715
A_72_P272484,A_33_P3329098
A_72_P272484,A_23_P215037
A_72_P272484,A_32_P219368
A_72_P272524,A_23_P20777
A_72_P272619,A_23_P12272
A_72_P272619,A_24_P139773
A_72_P272724,A_24_P79755
A_72_P272764,A_23_P102242
A_72_P273154,A_33_P3244021
A_72_P273154,A_33_P3272527
A_72_P274479,A_33_P3285235
A_72_P274479,A_33_P3305521
A_72_P274579,A_33_P3258244
A_72_P274579,A_23_P161331
A_72_P274579,A_24_P111147
A_72_P274689,A_32_P37360
A_72_P275024,A_23_P31073
A_72_P275024,A_33_P3311795
A_72_P275409,A_33_P3312301
A_72_P275409,A_23_P420551
A_72_P275604,A_23_P389907
A_72_P275924,A_23_P201086
A_72_P276314,A_23_P111452
A_72_P276314,A_33_P3240543
A_72_P276789,A_23_P397391
A_72_P277359,A_23_P140342
A_72_P277549,A_23_P82775
A_72_P277739,A_33_P3417880
A_72_P277814,A_24_P227069
A_72_P278224,A_23_P253046
A_72_P278999,A_33_P3298577
A_72_P278999,A_33_P3780901
A_72_P279089,A_23_P68547
A_72_P279249,A_24_P117177
A_72_P279249,A_33_P3316683
A_72_P279249,A_23_P154585
A_72_P279249,A_24_P318897
A_72_P279399,A_23_P346405
A_72_P279569,A_23_P128147
A_72_P279724,A_24_P330691
A_72_P279724,A_23_P118435
A_72_P280019,A_23_P165879
A_72_P280059,A_33_P3404411
A_72_P280059,A_23_P117274
A_72_P280294,A_33_P3354683
A_72_P280294,A_23_P66715
A_72_P280399,A_23_P64873
A_72_P280399,A_33_P3382856
A_72_P280409,A_23_P301328
A_72_P280409,A_23_P68730
A_72_P280434,A_23_P27167
A_72_P280539,A_33_P3314579
A_72_P280634,A_23_P218158
A_72_P280654,A_23_P103034
A_72_P281009,A_23_P115091
A_72_P281479,A_33_P3300757
A_72_P281479,A_33_P3274756
A_72_P281544,A_23_P133375
A_72_P281544,A_33_P3347392
A_72_P281684,A_24_P342511
A_72_P281684,A_19_P00320974
A_72_P281684,A_19_P00320972
A_72_P281684,A_19_P00316238
A_72_P281684,A_33_P3317523
A_72_P281719,A_33_P3274731
A_72_P281844,A_33_P3376249
A_72_P282024,A_23_P110492
A_72_P282184,A_33_P3409672
A_72_P282184,A_33_P3212221
A_72_P282229,A_33_P3439765
A_72_P282444,A_23_P2129
A_72_P282599,A_24_P466374
A_72_P282849,A_24_P119259
A_72_P282849,A_23_P23266
A_72_P282849,A_33_P3398548
A_72_P282909,A_32_P69368
A_72_P282909,A_23_P143143
A_72_P283014,A_33_P3244803
A_72_P283114,A_33_P3376478
A_72_P283184,A_23_P217564
A_72_P283214,A_24_P167614
A_72_P283219,A_23_P136325
A_72_P283219,A_33_P3274304
A_72_P283389,A_23_P255286
A_72_P283394,A_23_P117662
A_72_P283549,A_33_P3832857
A_72_P283549,A_33_P3832852
A_72_P283549,A_32_P144220
A_72_P284109,A_23_P106174
A_72_P284109,A_23_P205686
A_72_P284224,A_33_P3419720
A_72_P284224,A_23_P69058
A_72_P284314,A_23_P156445
A_72_P284444,A_23_P81676
A_72_P284744,A_23_P254944
A_72_P284764,A_33_P3242623
A_72_P284859,A_23_P120933
A_72_P285314,A_23_P358597
A_72_P285369,A_33_P3251108
A_72_P285909,A_23_P84775
A_72_P286009,A_23_P105625
A_72_P286009,A_33_P3243128
A_72_P286389,A_23_P46781
A_72_P286624,A_23_P72537
A_72_P286659,A_23_P109488
A_72_P286909,A_23_P210763
A_72_P286989,A_23_P214950
A_72_P287174,A_33_P3674851
A_72_P287209,A_23_P37598
A_72_P287369,A_23_P119141
A_72_P287569,A_23_P120845
A_72_P287654,A_33_P3226425
A_72_P287654,A_23_P139929
A_72_P287684,A_33_P3361513
A_72_P287684,A_23_P141315
A_72_P287709,A_23_P145153
A_72_P287709,A_23_P145146
A_72_P288109,A_23_P139486
A_72_P288159,A_23_P53176
A_72_P288324,A_23_P362893
A_72_P288509,A_33_P3248265
A_72_P288519,A_24_P64393
A_72_P288839,A_23_P6771
A_72_P288844,A_33_P3213910
A_72_P288844,A_23_P35045
A_72_P289509,A_33_P3474328
A_72_P289564,A_23_P325155
A_72_P289564,A_23_P41217
A_72_P289679,A_33_P3247659
A_72_P289679,A_23_P88710
A_72_P289679,A_24_P65098
A_72_P289839,A_23_P111865
A_72_P290179,A_23_P23292
A_72_P290184,A_33_P3330872
A_72_P290184,A_23_P217778
A_72_P290184,A_23_P353514
A_72_P290329,A_23_P165691
A_72_P290409,A_32_P186474
A_72_P290429,A_33_P3396010
A_72_P290429,A_23_P93360
A_72_P290429,A_33_P3396008
A_72_P290469,A_24_P286898
A_72_P290469,A_23_P356152
A_72_P290469,A_33_P3250289
A_72_P290514,A_23_P250478
A_72_P290554,A_23_P64990
A_72_P290554,A_33_P3242703
A_72_P290619,A_23_P217109
A_72_P290639,A_23_P11214
A_72_P290869,A_33_P3354267
A_72_P290869,A_33_P3294404
A_72_P290869,A_23_P256148
A_72_P290884,A_23_P119254
A_72_P290894,A_33_P3235611
A_72_P291094,A_24_P71904
A_72_P291314,A_33_P3296240
A_72_P291314,A_23_P157963
A_72_P291314,A_33_P3367251
A_72_P291314,A_33_P3367247
A_72_P291639,A_33_P3318911
A_72_P292054,A_24_P374943
A_72_P292054,A_23_P57268
A_72_P292089,A_33_P3218694
A_72_P292179,A_23_P343935
A_72_P292384,A_23_P206733
A_72_P292384,A_33_P3241269
A_72_P292384,A_33_P3389704
A_72_P292599,A_33_P3256773
A_72_P292599,A_23_P397899
A_72_P292644,A_32_P83845
A_72_P292669,A_23_P92672
A_72_P292684,A_32_P54242
A_72_P292684,A_33_P3333890
A_72_P292814,A_24_P303480
A_72_P292929,A_33_P3585268
A_72_P292934,A_24_P280803
A_72_P292934,A_33_P3239569
A_72_P292954,A_33_P3384432
A_72_P293044,A_23_P435501
A_72_P293044,A_23_P79836
A_72_P293079,A_23_P301247
A_72_P293079,A_33_P3354151
A_72_P293189,A_24_P142743
A_72_P293249,A_23_P86943
A_72_P293294,A_23_P105562
A_72_P293294,A_33_P3307267
A_72_P293334,A_23_P77776
A_72_P293334,A_33_P3412945
A_72_P293369,A_23_P95029
A_72_P293484,A_23_P205336
A_72_P293504,A_24_P350744
A_72_P293504,A_23_P74467
A_72_P293509,A_23_P214411
A_72_P293539,A_23_P43566
A_72_P293644,A_23_P16976
A_72_P293659,A_23_P102122
A_72_P293754,A_23_P78108
A_72_P293794,A_33_P3322274
A_72_P293794,A_24_P54174
A_72_P293899,A_33_P3401621
A_72_P293899,A_23_P122197
A_72_P293929,A_23_P322
A_72_P294004,A_23_P92928
A_72_P294064,A_23_P58529
A_72_P294369,A_23_P71752
A_72_P294369,A_24_P278172
A_72_P294444,A_33_P3245439
A_72_P294444,A_23_P57036
A_72_P294604,A_23_P160742
A_72_P295104,A_23_P327519
A_72_P295394,A_24_P260699
A_72_P295394,A_23_P70384
A_72_P296064,A_33_P3367201
A_72_P296184,A_23_P29630
A_72_P296234,A_23_P17438
A_72_P296234,A_33_P3397288
A_72_P296399,A_32_P150632
A_72_P296544,A_23_P162945
A_72_P296644,A_24_P347624
A_72_P296644,A_23_P77066
A_72_P296654,A_33_P3368208
A_72_P296994,A_23_P105592
A_72_P297054,A_24_P251381
A_72_P297224,A_23_P35444
A_72_P297639,A_23_P255076
A_72_P297879,A_32_P163125
A_72_P298034,A_23_P302550
A_72_P298039,A_23_P111947
A_72_P298464,A_33_P3370751
A_72_P298569,A_24_P55295
A_72_P298594,A_33_P3218783
A_72_P298594,A_23_P202269
A_72_P298629,A_23_P118834
A_72_P298814,A_24_P405298
A_72_P298814,A_24_P396720
A_72_P298824,A_33_P3255914
A_72_P298849,A_24_P112447
A_72_P299149,A_23_P318296
A_72_P299239,A_33_P3276455
A_72_P299239,A_32_P70724
A_72_P299314,A_23_P327551
A_72_P299589,A_24_P244100
A_72_P299869,A_23_P371824
A_72_P300169,A_24_P138361
A_72_P300434,A_24_P942030
A_72_P300434,A_23_P61569
A_72_P300434,A_33_P3409904
A_72_P300459,A_23_P30736
A_72_P300549,A_33_P3211473
A_72_P300554,A_24_P82074
A_72_P300734,A_23_P1782
A_72_P300754,A_33_P3210343
A_72_P300754,A_33_P3356325
A_72_P301554,A_24_P74932
A_72_P301644,A_23_P38219
A_72_P301754,A_33_P3344406
A_72_P301754,A_33_P3344405
A_72_P301919,A_24_P45446
A_72_P301919,A_24_P280664
A_72_P302279,A_23_P138805
A_72_P302294,A_23_P116898
A_72_P302369,A_23_P380181
A_72_P302369,A_33_P3298425
A_72_P302444,A_23_P87560
A_72_P302484,A_23_P214950
A_72_P302524,A_23_P387057
A_72_P302524,A_23_P81912
A_72_P302564,A_23_P125265
A_72_P302584,A_33_P3419334
A_72_P302584,A_33_P3419339
A_72_P302604,A_32_P162187
A_72_P302604,A_33_P3404601
A_72_P302609,A_23_P213620
A_72_P302609,A_33_P3369991
A_72_P302619,A_23_P216756
A_72_P302619,A_23_P157879
A_72_P302619,A_23_P157875
A_72_P302624,A_24_P381441
A_72_P302634,A_23_P54291
A_72_P302644,A_33_P3236177
A_72_P302644,A_23_P205531
A_72_P302649,A_23_P122545
A_72_P302654,A_23_P65674
A_72_P302659,A_33_P3380867
A_72_P302669,A_23_P130333
A_72_P302674,A_23_P306867
A_72_P302674,A_23_P398566
A_72_P302679,A_32_P53524
A_72_P302689,A_23_P34835
A_72_P302689,A_33_P3408762
A_72_P302689,A_33_P3311285
A_72_P302694,A_24_P98914
A_72_P302699,A_23_P6891
A_72_P302709,A_23_P320739
A_72_P302719,A_33_P3392092
A_72_P302724,A_33_P3231981
A_72_P302729,A_33_P3383233
A_72_P302729,A_33_P3334515
A_72_P302734,A_24_P363679
A_72_P302739,A_23_P378926
A_72_P302744,A_23_P20660
A_72_P302754,A_33_P3420530
A_72_P302754,A_23_P75008
A_72_P302764,A_23_P387057
A_72_P302764,A_23_P81912
A_72_P302789,A_24_P328969
A_72_P302789,A_23_P18806
A_72_P302794,A_24_P313262
A_72_P302794,A_23_P205768
A_72_P302799,A_23_P259071
A_72_P302799,A_33_P3419190
A_72_P302809,A_23_P138541
A_72_P302809,A_23_P257971
A_72_P302809,A_24_P152968
A_72_P302809,A_33_P3403708
A_72_P302809,A_19_P00805982
A_72_P302829,A_33_P3391476
A_72_P302829,A_33_P3405743
A_72_P302834,A_23_P161135
A_72_P302834,A_24_P231104
A_72_P302834,A_33_P3303449
A_72_P302839,A_23_P17663
A_72_P302844,A_23_P63390
A_72_P302849,A_23_P102286
A_72_P302854,A_23_P200560
A_72_P302854,A_23_P300056
A_72_P302859,A_23_P89410
A_72_P302864,A_23_P137665
A_72_P302869,A_24_P397613
A_72_P302894,A_23_P140154
A_72_P302899,A_23_P73511
A_72_P302904,A_23_P114934
A_72_P302919,A_23_P48121
A_72_P302924,A_33_P3219260
A_72_P302939,A_33_P3418621
A_72_P302939,A_33_P3305835
A_72_P302944,A_24_P386771
A_72_P302944,A_23_P204423
A_72_P302949,A_33_P3211666
A_72_P302949,A_33_P3251876
A_72_P302949,A_24_P208567
A_72_P302954,A_33_P3378126
A_72_P302964,A_33_P3357818
A_72_P302969,A_23_P29939
A_72_P302974,A_24_P299423
A_72_P302974,A_33_P3359683
A_72_P302974,A_23_P61057
A_72_P302974,A_24_P73599
A_72_P302994,A_23_P205531
A_72_P302999,A_24_P904903
A_72_P303004,A_33_P3361707
A_72_P303004,A_24_P925664
A_72_P303004,A_23_P502750
A_72_P303009,A_24_P844984
A_72_P303014,A_24_P921933
A_72_P303019,A_24_P28722
A_72_P303029,A_23_P42265
A_72_P303039,A_23_P165333
A_72_P303059,A_24_P72064
A_72_P303059,A_33_P3260733
A_72_P303064,A_23_P64860
A_72_P303064,A_33_P3256303
A_72_P303074,A_23_P101950
A_72_P303074,A_33_P3261818
A_72_P303084,A_23_P126103
A_72_P303089,A_24_P74981
A_72_P303099,A_23_P58606
A_72_P303099,A_33_P3232277
A_72_P303109,A_23_P67661
A_72_P303129,A_33_P3290394
A_72_P303129,A_23_P148473
A_72_P303134,A_33_P3382924
A_72_P303144,A_23_P7250
A_72_P303144,A_24_P938614
A_72_P303164,A_23_P32233
A_72_P303174,A_23_P127288
A_72_P303174,A_24_P230563
A_72_P303179,A_33_P3225512
A_72_P303179,A_23_P204087
A_72_P303194,A_23_P203023
A_72_P303199,A_33_P3283619
A_72_P303199,A_33_P3283616
A_72_P303199,A_24_P203103
A_72_P303224,A_33_P3244347
A_72_P303234,A_23_P98431
A_72_P303239,A_33_P3399571
A_72_P303244,A_23_P136077
A_72_P303244,A_23_P147465
A_72_P303254,A_23_P41166
A_72_P303259,A_23_P89132
A_72_P303264,A_23_P40174
A_72_P303269,A_32_P95739
A_72_P303274,A_23_P82868
A_72_P303279,A_23_P29922
A_72_P303294,A_23_P38271
A_72_P303299,A_23_P250283
A_72_P303299,A_33_P3371055
A_72_P303304,A_23_P22660
A_72_P303309,A_24_P65373
A_72_P303314,A_23_P77545
A_72_P303319,A_33_P3619171
A_72_P303329,A_23_P38505
A_72_P303329,A_33_P3351249
A_72_P303334,A_23_P166027
A_72_P303339,A_23_P108244
A_72_P303344,A_23_P63343
A_72_P303354,A_23_P319466
A_72_P303669,A_33_P3369520
A_72_P303724,A_24_P69538
A_72_P303724,A_32_P66881
A_72_P303889,A_23_P111311
A_72_P303889,A_23_P214897
A_72_P303889,A_32_P152437
A_72_P303914,A_33_P3383233
A_72_P303914,A_33_P3334515
A_72_P304134,A_33_P3364112
A_72_P304269,A_23_P28057
A_72_P304354,A_24_P415150
A_72_P304359,A_33_P3215953
A_72_P304359,A_23_P476
A_72_P304489,A_24_P362969
A_72_P304499,A_23_P98786
A_72_P304499,A_23_P422350
A_72_P304689,A_33_P3225587
A_72_P304689,A_33_P3424257
A_72_P304819,A_33_P3784283
A_72_P305069,A_23_P64525
A_72_P305069,A_33_P3260782
A_72_P305094,A_24_P36847
A_72_P305099,A_23_P14559
A_72_P305099,A_33_P3303291
A_72_P305244,A_24_P920521
A_72_P305244,A_32_P114215
A_72_P305379,A_33_P3283906
A_72_P305459,A_23_P30784
A_72_P305694,A_23_P253321
A_72_P305699,A_24_P55295
A_72_P305714,A_33_P3389188
A_72_P305759,A_23_P417173
A_72_P305804,A_23_P23292
A_72_P305819,A_23_P138938
A_72_P305819,A_32_P49199
A_72_P305869,A_33_P3409974
A_72_P305869,A_33_P3663974
A_72_P305904,A_23_P76774
A_72_P305999,A_23_P415401
A_72_P306004,A_24_P257511
A_72_P306019,A_23_P208334
A_72_P306019,A_33_P3395876
A_72_P306019,A_24_P322474
A_72_P306059,A_23_P126582
A_72_P306069,A_23_P257355
A_72_P306074,A_24_P131589
A_72_P306148,A_23_P1083
A_72_P306154,A_23_P209954
A_72_P306154,A_33_P3353921
A_72_P306178,A_24_P295999
A_72_P306253,A_23_P310460
A_72_P306288,A_23_P8196
A_72_P306303,A_23_P145357
A_72_P306308,A_24_P133584
A_72_P306343,A_32_P33576
A_72_P306463,A_23_P69521
A_72_P306608,A_23_P339773
A_72_P307163,A_23_P8339
A_72_P307318,A_23_P259393
A_72_P307458,A_33_P3313030
A_72_P307508,A_23_P31765
A_72_P307523,A_23_P327022
A_72_P307588,A_24_P921933
A_72_P307638,A_33_P3284108
A_72_P307638,A_23_P15714
A_72_P307718,A_23_P133345
A_72_P307803,A_23_P30162
A_72_P307803,A_24_P303080
A_72_P307888,A_23_P162807
A_72_P308248,A_23_P54079
A_72_P308558,A_23_P56380
A_72_P308648,A_23_P73589
A_72_P308693,A_23_P212508
A_72_P309628,A_23_P436476
A_72_P309933,A_23_P55998
A_72_P310238,A_23_P30162
A_72_P310238,A_24_P303080
A_72_P310293,A_23_P52499
A_72_P310968,A_33_P3279798
A_72_P311048,A_24_P379820
A_72_P311048,A_24_P402690
A_72_P311073,A_24_P904903
A_72_P312603,A_33_P3266719
A_72_P312603,A_33_P3238685
A_72_P312603,A_33_P3238690
A_72_P312603,A_23_P350187
A_72_P312803,A_23_P354547
A_72_P312803,A_23_P65442
A_72_P312818,A_23_P254472
A_72_P312818,A_33_P3294836
A_72_P312828,A_33_P3356070
A_72_P312828,A_32_P52609
A_72_P312870,A_23_P79661
A_72_P312903,A_33_P3368500
A_72_P312963,A_23_P140256
A_72_P313048,A_23_P58606
A_72_P313048,A_33_P3232277
A_72_P313343,A_32_P87697
A_72_P313458,A_24_P256380
A_72_P313538,A_23_P215658
A_72_P313563,A_33_P3225685
A_72_P313713,A_33_P3419696
A_72_P313713,A_33_P3379886
A_72_P313743,A_23_P209678
A_72_P313898,A_24_P212152
A_72_P313898,A_33_P3359856
A_72_P313898,A_23_P165676
A_72_P313958,A_23_P37265
A_72_P314118,A_24_P364087
A_72_P314603,A_23_P171258
A_72_P314828,A_23_P156880
A_72_P314828,A_32_P192376
A_72_P314888,A_32_P123088
A_72_P315053,A_23_P40693
A_72_P315108,A_23_P29630
A_72_P315578,A_23_P92895
A_72_P315723,A_23_P18276
A_72_P315983,A_23_P91702
A_72_P316068,A_33_P3319491
A_72_P316168,A_33_P3383233
A_72_P316168,A_33_P3334515
A_72_P316173,A_33_P3383556
A_72_P316173,A_32_P101779
A_72_P316218,A_24_P321581
A_72_P316218,A_33_P3235207
A_72_P316243,A_23_P422240
A_72_P316368,A_23_P250413
A_72_P316368,A_33_P3223338
A_72_P316373,A_23_P158829
A_72_P316378,A_33_P3383233
A_72_P316378,A_33_P3334515
A_72_P316418,A_33_P3342260
A_72_P316518,A_23_P201655
A_72_P316518,A_23_P74828
A_72_P316808,A_33_P3369520
A_72_P317038,A_23_P12816
A_72_P317038,A_33_P3258117
A_72_P317348,A_23_P145694
A_72_P317353,A_23_P65506
A_72_P317353,A_32_P134968
A_72_P317448,A_23_P157580
A_72_P317453,A_23_P142708
A_72_P317563,A_23_P86133
A_72_P317563,A_33_P3334635
A_72_P317913,A_24_P362904
A_72_P318293,A_23_P73493
A_72_P318598,A_23_P212508
A_72_P318763,A_23_P52207
A_72_P318799,A_24_P120115
A_72_P318799,A_23_P209394
A_72_P318858,A_23_P8281
A_72_P319058,A_24_P53976
A_72_P319338,A_32_P73217
A_72_P319338,A_33_P3218356
A_72_P319343,A_24_P142095
A_72_P319358,A_23_P404134
A_72_P319423,A_23_P61426
A_72_P319438,A_33_P3252093
A_72_P319438,A_24_P917833
A_72_P320088,A_32_P113436
A_72_P320088,A_32_P8015
A_72_P320088,A_32_P216426
A_72_P320088,A_32_P19431
A_72_P320088,A_33_P3384260
A_72_P320088,A_32_P42197
A_72_P320212,A_23_P128147
A_72_P320238,A_23_P96271
A_72_P320738,A_32_P34116
A_72_P320738,A_23_P93082
A_72_P320738,A_33_P3317282
A_72_P320773,A_33_P3306110
A_72_P320773,A_33_P3306103
A_72_P320773,A_33_P3261957
A_72_P320818,A_32_P95729
A_72_P321073,A_24_P763243
A_72_P321073,A_32_P47701
A_72_P321248,A_23_P141389
A_72_P321423,A_24_P88266
A_72_P321453,A_23_P137689
A_72_P321453,A_33_P3401243
A_72_P321683,A_23_P64525
A_72_P321683,A_33_P3260782
A_72_P321738,A_33_P3349661
A_72_P321738,A_33_P3236661
A_72_P321838,A_23_P30495
A_72_P321848,A_24_P371053
A_72_P321848,A_23_P120194
A_72_P321983,A_33_P3382177
A_72_P322233,A_23_P356526
A_72_P322238,A_23_P129064
A_72_P322373,A_23_P111865
A_72_P322493,A_24_P226755
A_72_P322633,A_23_P38271
A_72_P322698,A_24_P12401
A_72_P322718,A_24_P3249
A_72_P322718,A_33_P3305749
A_72_P322718,A_33_P3655646
A_72_P322723,A_33_P3214884
A_72_P322898,A_23_P135995
A_72_P322958,A_24_P251841
A_72_P323413,A_23_P85004
A_72_P323534,A_24_P177353
A_72_P323534,A_33_P3235690
A_72_P323603,A_23_P15564
A_72_P323603,A_33_P3223472
A_72_P323663,A_23_P40025
A_72_P323938,A_24_P215407
A_72_P325613,A_33_P3293207
A_72_P325613,A_33_P3293202
A_72_P325783,A_33_P3348318
A_72_P325783,A_33_P3380944
A_72_P325973,A_23_P133153
A_72_P326108,A_33_P3302075
A_72_P326108,A_24_P222872
A_72_P326358,A_23_P97365
A_72_P327008,A_23_P256773
A_72_P327048,A_23_P101796
A_72_P327063,A_23_P334608
A_72_P327103,A_23_P120822
A_72_P327103,A_33_P3308468
A_72_P327163,A_24_P386746
A_72_P327223,A_33_P3249595
A_72_P327223,A_24_P402588
A_72_P327223,A_33_P3249589
A_72_P327223,A_24_P411186
A_72_P327618,A_23_P251342
A_72_P327658,A_23_P94998
A_72_P327853,A_23_P214882
A_72_P327853,A_33_P3352449
A_72_P328268,A_23_P161324
A_72_P328483,A_33_P3335940
A_72_P328483,A_33_P3335935
A_72_P328483,A_23_P434900
A_72_P328498,A_23_P80694
